win_idx,t_ms,duty_pct,sample_idx,adc_raw
0,0,0.00,0,996
0,0,0.00,1,977
0,0,0.00,2,990
0,0,0.00,3,999
0,0,0.00,4,1000
0,0,0.00,5,995
0,0,0.00,6,1003
0,0,0.00,7,1002
0,0,0.00,8,995
0,0,0.00,9,1000
0,0,0.00,10,1002
0,0,0.00,11,997
0,0,0.00,12,997
0,0,0.00,13,995
0,0,0.00,14,997
0,0,0.00,15,1000
0,0,0.00,16,1014
0,0,0.00,17,1002
0,0,0.00,18,995
0,0,0.00,19,997
0,0,0.00,20,1000
0,0,0.00,21,1002
0,0,0.00,22,1002
0,0,0.00,23,994
0,0,0.00,24,1000
0,0,0.00,25,987
0,0,0.00,26,988
0,0,0.00,27,1001
0,0,0.00,28,995
0,0,0.00,29,999
0,0,0.00,30,1002
0,0,0.00,31,1004
0,0,0.00,32,1002
0,0,0.00,33,994
0,0,0.00,34,999
0,0,0.00,35,996
0,0,0.00,36,1002
0,0,0.00,37,1002
0,0,0.00,38,996
0,0,0.00,39,1000
0,0,0.00,40,1017
0,0,0.00,41,1003
0,0,0.00,42,1000
0,0,0.00,43,1003
0,0,0.00,44,1000
0,0,0.00,45,989
0,0,0.00,46,1005
0,0,0.00,47,1000
0,0,0.00,48,986
0,0,0.00,49,1000
0,0,0.00,50,1003
0,0,0.00,51,1001
0,0,0.00,52,1001
0,0,0.00,53,1001
0,0,0.00,54,1000
0,0,0.00,55,989
0,0,0.00,56,997
0,0,0.00,57,1002
0,0,0.00,58,997
0,0,0.00,59,998
0,0,0.00,60,1002
0,0,0.00,61,1004
0,0,0.00,62,1002
0,0,0.00,63,997
0,0,0.00,64,1003
0,0,0.00,65,1000
0,0,0.00,66,998
0,0,0.00,67,1000
0,0,0.00,68,994
0,0,0.00,69,1011
0,0,0.00,70,1003
0,0,0.00,71,1001
0,0,0.00,72,1000
0,0,0.00,73,1002
0,0,0.00,74,1000
0,0,0.00,75,1006
0,0,0.00,76,996
0,0,0.00,77,1004
0,0,0.00,78,995
0,0,0.00,79,997
0,0,0.00,80,1003
0,0,0.00,81,1000
0,0,0.00,82,999
0,0,0.00,83,995
0,0,0.00,84,1002
0,0,0.00,85,1000
0,0,0.00,86,997
0,0,0.00,87,1002
0,0,0.00,88,955
0,0,0.00,89,988
0,0,0.00,90,996
0,0,0.00,91,1001
0,0,0.00,92,999
0,0,0.00,93,1003
0,0,0.00,94,1001
0,0,0.00,95,986
0,0,0.00,96,1003
0,0,0.00,97,1000
0,0,0.00,98,997
0,0,0.00,99,1000
0,0,0.00,100,998
0,0,0.00,101,997
0,0,0.00,102,1001
0,0,0.00,103,995
0,0,0.00,104,1000
0,0,0.00,105,1001
0,0,0.00,106,997
0,0,0.00,107,1001
0,0,0.00,108,995
0,0,0.00,109,1000
0,0,0.00,110,1000
0,0,0.00,111,1001
0,0,0.00,112,981
0,0,0.00,113,997
0,0,0.00,114,1002
0,0,0.00,115,995
0,0,0.00,116,998
0,0,0.00,117,967
0,0,0.00,118,997
0,0,0.00,119,997
0,0,0.00,120,1003
0,0,0.00,121,999
0,0,0.00,122,1001
0,0,0.00,123,997
0,0,0.00,124,995
0,0,0.00,125,1003
0,0,0.00,126,993
0,0,0.00,127,1024
0,0,0.00,128,996
0,0,0.00,129,997
0,0,0.00,130,1000
0,0,0.00,131,1001
0,0,0.00,132,1002
0,0,0.00,133,997
0,0,0.00,134,1000
0,0,0.00,135,1002
0,0,0.00,136,996
0,0,0.00,137,1008
0,0,0.00,138,995
0,0,0.00,139,998
0,0,0.00,140,1002
0,0,0.00,141,972
0,0,0.00,142,984
0,0,0.00,143,993
0,0,0.00,144,1000
0,0,0.00,145,1000
0,0,0.00,146,985
0,0,0.00,147,998
0,0,0.00,148,993
0,0,0.00,149,998
0,0,0.00,150,1001
0,0,0.00,151,999
0,0,0.00,152,1002
0,0,0.00,153,1003
0,0,0.00,154,1001
0,0,0.00,155,997
0,0,0.00,156,1004
0,0,0.00,157,1000
0,0,0.00,158,995
0,0,0.00,159,1003
0,0,0.00,160,997
0,0,0.00,161,1009
0,0,0.00,162,1003
0,0,0.00,163,1001
0,0,0.00,164,1000
0,0,0.00,165,994
0,0,0.00,166,1001
0,0,0.00,167,1002
0,0,0.00,168,995
0,0,0.00,169,996
0,0,0.00,170,1002
0,0,0.00,171,1003
0,0,0.00,172,1000
0,0,0.00,173,1001
0,0,0.00,174,999
0,0,0.00,175,999
0,0,0.00,176,995
0,0,0.00,177,998
0,0,0.00,178,999
0,0,0.00,179,995
0,0,0.00,180,999
0,0,0.00,181,1001
0,0,0.00,182,1001
0,0,0.00,183,986
0,0,0.00,184,1000
0,0,0.00,185,1003
0,0,0.00,186,997
0,0,0.00,187,1001
0,0,0.00,188,997
0,0,0.00,189,997
0,0,0.00,190,1003
0,0,0.00,191,1002
0,0,0.00,192,1000
0,0,0.00,193,982
0,0,0.00,194,1000
0,0,0.00,195,1002
0,0,0.00,196,996
0,0,0.00,197,1001
0,0,0.00,198,994
0,0,0.00,199,990
0,0,0.00,200,989
0,0,0.00,201,997
0,0,0.00,202,998
0,0,0.00,203,1002
0,0,0.00,204,996
0,0,0.00,205,999
0,0,0.00,206,1000
0,0,0.00,207,1000
0,0,0.00,208,995
0,0,0.00,209,995
0,0,0.00,210,1001
0,0,0.00,211,997
0,0,0.00,212,1002
0,0,0.00,213,994
0,0,0.00,214,1010
0,0,0.00,215,1004
0,0,0.00,216,995
0,0,0.00,217,1001
0,0,0.00,218,996
0,0,0.00,219,1003
0,0,0.00,220,1002
0,0,0.00,221,1001
0,0,0.00,222,1000
0,0,0.00,223,1001
0,0,0.00,224,984
0,0,0.00,225,998
0,0,0.00,226,1003
0,0,0.00,227,1001
0,0,0.00,228,996
0,0,0.00,229,998
0,0,0.00,230,998
0,0,0.00,231,1001
0,0,0.00,232,999
0,0,0.00,233,1009
0,0,0.00,234,1001
0,0,0.00,235,1003
0,0,0.00,236,997
0,0,0.00,237,1002
0,0,0.00,238,1011
0,0,0.00,239,997
0,0,0.00,240,1003
0,0,0.00,241,1002
0,0,0.00,242,999
0,0,0.00,243,992
0,0,0.00,244,1001
0,0,0.00,245,1003
0,0,0.00,246,996
0,0,0.00,247,1000
0,0,0.00,248,990
0,0,0.00,249,998
0,0,0.00,250,1002
0,0,0.00,251,1004
0,0,0.00,252,997
0,0,0.00,253,993
0,0,0.00,254,995
0,0,0.00,255,1002
0,0,0.00,256,1003
0,0,0.00,257,1000
0,0,0.00,258,993
0,0,0.00,259,998
0,0,0.00,260,1000
0,0,0.00,261,997
0,0,0.00,262,1025
0,0,0.00,263,1002
0,0,0.00,264,988
0,0,0.00,265,995
0,0,0.00,266,1002
0,0,0.00,267,1000
0,0,0.00,268,995
0,0,0.00,269,1003
0,0,0.00,270,998
0,0,0.00,271,997
0,0,0.00,272,1002
0,0,0.00,273,1003
0,0,0.00,274,1001
0,0,0.00,275,1000
0,0,0.00,276,1001
0,0,0.00,277,996
0,0,0.00,278,995
0,0,0.00,279,999
0,0,0.00,280,1001
0,0,0.00,281,1004
0,0,0.00,282,1002
0,0,0.00,283,1001
0,0,0.00,284,997
0,0,0.00,285,1001
0,0,0.00,286,931
0,0,0.00,287,1002
0,0,0.00,288,994
0,0,0.00,289,999
0,0,0.00,290,999
0,0,0.00,291,1001
0,0,0.00,292,1011
0,0,0.00,293,997
0,0,0.00,294,1001
0,0,0.00,295,1002
0,0,0.00,296,997
0,0,0.00,297,1002
0,0,0.00,298,997
0,0,0.00,299,995
0,0,0.00,300,1001
0,0,0.00,301,1000
0,0,0.00,302,1000
0,0,0.00,303,995
0,0,0.00,304,1001
0,0,0.00,305,1003
0,0,0.00,306,995
0,0,0.00,307,1005
0,0,0.00,308,994
0,0,0.00,309,1003
0,0,0.00,310,998
0,0,0.00,311,1001
0,0,0.00,312,1002
0,0,0.00,313,1002
0,0,0.00,314,1002
0,0,0.00,315,996
0,0,0.00,316,1002
0,0,0.00,317,1002
0,0,0.00,318,995
0,0,0.00,319,995
0,0,0.00,320,1001
0,0,0.00,321,987
0,0,0.00,322,1024
0,0,0.00,323,995
0,0,0.00,324,1000
0,0,0.00,325,992
0,0,0.00,326,997
0,0,0.00,327,1002
0,0,0.00,328,996
0,0,0.00,329,998
0,0,0.00,330,1016
0,0,0.00,331,1005
0,0,0.00,332,998
0,0,0.00,333,1001
0,0,0.00,334,1001
0,0,0.00,335,994
0,0,0.00,336,1003
0,0,0.00,337,1002
0,0,0.00,338,997
0,0,0.00,339,998
0,0,0.00,340,1002
0,0,0.00,341,999
0,0,0.00,342,1001
0,0,0.00,343,997
0,0,0.00,344,995
0,0,0.00,345,992
0,0,0.00,346,997
0,0,0.00,347,1002
0,0,0.00,348,997
0,0,0.00,349,976
0,0,0.00,350,994
0,0,0.00,351,988
0,0,0.00,352,1001
0,0,0.00,353,999
0,0,0.00,354,997
0,0,0.00,355,1004
0,0,0.00,356,998
0,0,0.00,357,1001
0,0,0.00,358,994
0,0,0.00,359,1017
0,0,0.00,360,1007
0,0,0.00,361,1002
0,0,0.00,362,998
0,0,0.00,363,1001
0,0,0.00,364,1008
0,0,0.00,365,1003
0,0,0.00,366,1002
0,0,0.00,367,1004
0,0,0.00,368,995
0,0,0.00,369,963
0,0,0.00,370,1003
0,0,0.00,371,1003
0,0,0.00,372,998
0,0,0.00,373,1001
0,0,0.00,374,1005
0,0,0.00,375,995
0,0,0.00,376,1001
0,0,0.00,377,1000
0,0,0.00,378,997
0,0,0.00,379,1003
0,0,0.00,380,1000
0,0,0.00,381,999
0,0,0.00,382,1000
0,0,0.00,383,1006
0,0,0.00,384,1001
0,0,0.00,385,995
0,0,0.00,386,1001
0,0,0.00,387,1001
0,0,0.00,388,997
0,0,0.00,389,1004
0,0,0.00,390,1003
0,0,0.00,391,1001
0,0,0.00,392,1000
0,0,0.00,393,1000
0,0,0.00,394,1002
0,0,0.00,395,1000
0,0,0.00,396,1003
0,0,0.00,397,1000
0,0,0.00,398,997
0,0,0.00,399,1005
0,0,0.00,400,999
0,0,0.00,401,1001
0,0,0.00,402,995
0,0,0.00,403,1002
0,0,0.00,404,1001
0,0,0.00,405,996
0,0,0.00,406,1001
0,0,0.00,407,1001
0,0,0.00,408,990
0,0,0.00,409,998
0,0,0.00,410,1001
0,0,0.00,411,1000
0,0,0.00,412,1001
0,0,0.00,413,1003
