t_ms,thr,str,mix_L,mix_R,tgt_L_hz,tgt_R_hz,meas_L_hz,meas_R_hz,duty_L,duty_R,int_L,int_R,freqdet_L_hz,freqdet_R_hz
130852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130857.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130876.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130879.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131045.0,0.2,0.0,0.2,0.2,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131050.0,0.2,0.0,0.2,0.2,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131054.0,0.2,0.0,0.2,0.2,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131058.0,0.2,0.0,0.2,0.2,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131062.0,0.2,0.0,0.2,0.2,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131066.0,0.2,0.0,0.2,0.2,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131070.0,0.2,0.0,0.2,0.2,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131074.0,0.2,0.0,0.2,0.2,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131078.0,0.2,0.0,0.2,0.2,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131082.0,0.2,0.0,0.2,0.2,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131086.0,0.2,0.0,0.2,0.2,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131090.0,0.2,0.0,0.2,0.2,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131093.0,0.2,0.0,0.2,0.2,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131097.0,0.2,0.0,0.2,0.2,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131101.0,0.2,0.0,0.2,0.2,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131106.0,0.2,0.0,0.2,0.2,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131111.0,0.2,0.0,0.2,0.2,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131115.0,0.2,0.0,0.2,0.2,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131119.0,0.2,0.0,0.2,0.2,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131122.0,0.2,0.0,0.2,0.2,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131126.0,0.2,0.0,0.2,0.2,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131130.0,0.2,0.0,0.2,0.2,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131134.0,0.2,0.0,0.2,0.2,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131138.0,0.2,0.0,0.2,0.2,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131143.0,0.2,0.0,0.2,0.2,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131147.0,0.2,0.0,0.2,0.2,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131151.0,0.2,0.0,0.2,0.2,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131155.0,0.2,0.0,0.2,0.2,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131159.0,0.2,0.0,0.2,0.2,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131163.0,0.2,0.0,0.2,0.2,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131166.0,0.2,0.0,0.2,0.2,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131170.0,0.2,0.0,0.2,0.2,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131174.0,0.2,0.0,0.2,0.2,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131178.0,0.2,0.0,0.2,0.2,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131182.0,0.2,0.0,0.2,0.2,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131186.0,0.2,0.0,0.2,0.2,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131189.0,0.2,0.0,0.2,0.2,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131193.0,0.2,0.0,0.2,0.2,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131197.0,0.2,0.0,0.2,0.2,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131203.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131207.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131211.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131214.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131218.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131221.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131225.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131229.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131232.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131235.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131239.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131243.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131246.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131250.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131253.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131257.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131260.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131265.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131269.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131272.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131276.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131279.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131283.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131286.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131290.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131295.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131299.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131302.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131306.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131309.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131313.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131316.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131320.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131323.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131327.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131331.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131334.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131338.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131341.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131345.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131348.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131352.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131355.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131359.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131362.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131366.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131370.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131373.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131376.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131380.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131384.0,0.2,0.0,0.2,0.2,188.0,188.0,259.8,317.9,0.209,0.209,0.0,0.0,371.1,454.1
131390.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131395.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131398.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131402.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131406.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131409.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131413.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131417.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131421.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131424.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131428.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131432.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131435.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131439.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131443.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131446.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131450.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131454.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131457.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131461.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131465.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131469.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131473.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131476.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131480.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131485.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131489.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131493.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131496.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131500.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131504.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131508.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131513.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131516.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131520.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131524.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131528.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131531.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131535.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131539.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131543.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131546.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131550.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131554.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131557.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131561.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131565.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131568.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131572.0,0.2,0.0,0.2,0.2,188.0,188.0,385.5,440.6,0.199,0.199,-1.9996,-1.9996,439.5,493.2
131576.0,0.2,0.0,0.2,0.2,188.0,188.0,440.4,446.6,0.199,0.199,-1.9996,-1.9996,463.9,449.2
131582.0,0.2,0.0,0.2,0.2,188.0,188.0,440.4,446.6,0.199,0.199,-1.9996,-1.9996,463.9,449.2
131586.0,0.2,0.0,0.2,0.2,188.0,188.0,440.4,446.6,0.199,0.199,-1.9996,-1.9996,463.9,449.2
131589.0,0.2,0.0,0.2,0.2,188.0,188.0,440.4,446.6,0.199,0.199,-1.9996,-1.9996,463.9,449.2
131593.0,0.2,0.0,0.2,0.2,188.0,188.0,440.4,446.6,0.199,0.199,-1.9996,-1.9996,463.9,449.2
131597.0,0.2,0.0,0.2,0.2,188.0,188.0,440.4,446.6,0.199,0.199,-1.9996,-1.9996,463.9,449.2
131600.0,0.2,0.0,0.2,0.2,188.0,188.0,440.4,446.6,0.199,0.199,-1.9996,-1.9996,463.9,449.2
131604.0,0.2,0.0,0.2,0.2,188.0,188.0,440.4,446.6,0.199,0.199,-1.9996,-1.9996,463.9,449.2
131608.0,0.2,0.0,0.2,0.2,188.0,188.0,440.4,446.6,0.199,0.199,-1.9996,-1.9996,463.9,449.2
131611.0,0.2,0.0,0.2,0.2,188.0,188.0,440.4,446.6,0.199,0.199,-1.9996,-1.9996,463.9,449.2
131615.0,0.2,0.0,0.2,0.2,188.0,188.0,440.4,446.6,0.199,0.199,-1.9996,-1.9996,463.9,449.2
131619.0,0.2,0.0,0.2,0.2,188.0,188.0,440.4,446.6,0.199,0.199,-1.9996,-1.9996,463.9,449.2
131622.0,0.2,0.0,0.2,0.2,188.0,188.0,440.4,446.6,0.199,0.199,-1.9996,-1.9996,463.9,449.2
131626.0,0.2,0.0,0.2,0.2,188.0,188.0,440.4,446.6,0.199,0.199,-1.9996,-1.9996,463.9,449.2
131630.0,0.2,0.0,0.2,0.2,188.0,188.0,440.4,446.6,0.199,0.199,-1.9996,-1.9996,463.9,449.2
131635.0,0.2,0.0,0.2,0.2,188.0,188.0,440.4,446.6,0.199,0.199,-1.9996,-1.9996,463.9,449.2
131639.0,0.2,0.0,0.2,0.2,188.0,188.0,440.4,446.6,0.199,0.199,-1.9996,-1.9996,463.9,449.2
131642.0,0.2,0.0,0.2,0.2,188.0,188.0,440.4,446.6,0.199,0.199,-1.9996,-1.9996,463.9,449.2
131646.0,0.2,0.0,0.2,0.2,188.0,188.0,440.4,446.6,0.199,0.199,-1.9996,-1.9996,463.9,449.2
131650.0,0.2,0.0,0.2,0.2,188.0,188.0,440.4,446.6,0.199,0.199,-1.9996,-1.9996,463.9,449.2
